Temperature,Date,Latitude,Longitude,Station name
53,110,34.7436,-118.7242,Sandberg
62,1226,32.7,-117.2,San Diego
83,428,33.21944000000001,-117.34943999999999,Oceanside
66,1112,37.3711,-118.35799999999999,Bishop
88,420,40.1519,-122.2536,Red Bluff
91,831,34.05611,-117.60028,Ontario
69,113,33.8116,-118.1463,Long Beach
62,110,39.1019,-121.5677,Marysville
100,720,38.3775,-121.9575,Vacaville
88,1031,34.200559999999996,-118.3575,Burbank
86,410,33.8222,-116.5043,Palm Springs
81,309,34.8536,-116.7858,Daggett
64,1027,41.49139,-120.56443999999999,Alturas
63,104,32.83417,-115.57861000000001,Imperial
95,715,36.78,-119.7194,Fresno
99,703,37.2381,-120.8825,Merced
61,404,36.58806,-121.84528,Monterey
84,1005,41.78139,-122.46806000000001,Montague
103,721,32.83417,-115.57861000000001,Imperial
94,924,37.2381,-120.8825,Merced
97,714,37.3711,-118.35799999999999,Bishop
71,1028,37.6542,-122.115,Hayward
58,1127,36.6636,-121.6081,Salinas
81,316,34.62944,-118.08361000000001,Palmdale
76,318,37.6241,-120.9505,Modesto
80,804,38.8983,-119.9947,South Lake Tahoe
50,916,39.2774,-120.7102,Emigrant Gap
63,118,37.3591,-121.92399999999999,San Jose
96,718,37.3711,-118.35799999999999,Bishop
67,217,33.21944000000001,-117.34943999999999,Oceanside
65,1213,33.12806,-117.27944,Carlsbad
61,506,41.49139,-120.56443999999999,Alturas
115,615,34.7675,-114.6188,Needles
67,922,37.6542,-122.115,Hayward
61,502,37.7705,-122.4269,San Francisco C.O.
92,529,39.49,-121.61833,Oroville
88,1023,34.05611,-117.60028,Ontario
65,1103,37.6241,-120.9505,Modesto
67,120,34.209720000000004,-118.48917,Van Nuys
69,1103,40.5175,-122.2986,Redding
77,722,37.3591,-121.92399999999999,San Jose
81,206,32.86667,-117.13333,Miramar
59,1214,32.7,-117.2,San Diego
65,222,32.7336,-117.1831,San Diego
77,416,34.7675,-114.6188,Needles
84,1026,36.78,-119.7194,Fresno
96,827,33.87194,-117.97888999999999,Fullerton
50,1111,38.8983,-119.9947,South Lake Tahoe
91,812,38.69556,-121.58972,Sacramento
62,1219,32.7,-117.2,San Diego
83,1023,37.28472,-120.51278,Merced
83,624,34.0236,-118.2911,Los Angeles
67,225,34.4258,-119.8425,Santa Barbara
75,601,34.0236,-118.2911,Los Angeles
79,419,34.200559999999996,-118.3575,Burbank
78,916,34.8994,-120.4486,Santa Maria
78,403,33.286,-117.456,Oceanside
100,818,39.49,-121.61833,Oroville
56,1212,38.5552,-121.4183,Sacramento
67,330,34.200829999999996,-119.20693999999999,Oxnard
71,507,35.4344,-119.0542,Bakersfield
66,113,33.21944000000001,-117.34943999999999,Oceanside
71,515,35.6697,-120.6283,Paso Robles
67,1118,36.6636,-121.6081,Salinas
50,1226,41.78028,-124.23666999999999,Crescent City
80,1001,38.5069,-121.495,Sacramento
78,1208,32.56667,-117.11667,Imperial Beach
95,908,37.72139,-122.22083,Oakland
76,504,38.69556,-121.58972,Sacramento
57,316,41.78139,-122.46806000000001,Montague
53,1126,37.6197,-122.3647,San Francisco
90,1008,38.5069,-121.495,Sacramento
69,506,33.95194,-117.43861000000001,Riverside
73,211,34.8536,-116.7858,Daggett
73,1112,33.21944000000001,-117.34943999999999,Oceanside
57,1027,37.7592,-119.8208,Yosemite Village
70,409,36.33333,-119.95,Lemoore
93,530,33.9,-117.25,Riverside
90,1101,33.8222,-116.5043,Palm Springs
86,1008,40.1519,-122.2536,Red Bluff
94,725,34.7411,-118.2116,Lancaster
80,719,36.58806,-121.84528,Monterey
78,710,33.4392,-117.1904,Fallbrook
76,1118,33.626670000000004,-116.15943999999999,Palm Springs
67,203,36.31889,-119.62888999999998,Hanford
66,303,37.6542,-122.115,Hayward
60,1214,33.68,-117.86639,Santa Ana
68,425,33.97528,-117.63611000000002,Chino
77,609,36.6636,-121.6081,Salinas
94,1010,34.7411,-118.2116,Lancaster
88,213,34.0236,-118.2911,Los Angeles
82,603,37.8891,-121.2258,Stockton
58,514,40.97806,-124.10861000000001,Arcata/Eureka
68,717,37.7705,-122.4269,San Francisco C.O.
100,619,33.95194,-117.43861000000001,Riverside
97,730,34.05611,-117.60028,Ontario
61,1215,34.01583,-118.45138999999999,Santa Monica
97,809,40.1519,-122.2536,Red Bluff
74,213,37.8891,-121.2258,Stockton
69,530,36.935829999999996,-121.78861,Watsonville
73,1205,33.21944000000001,-117.34943999999999,Oceanside
63,1002,40.8097,-124.1602,Eureka
92,1028,32.81667,-115.68333,El Centro
72,619,33.286,-117.456,Oceanside
61,420,36.935829999999996,-121.78861,Watsonville
101,715,40.6507,-122.6068,Redding
69,119,33.68,-117.86639,Santa Ana
76,117,33.8116,-118.1463,Long Beach
68,308,32.7,-117.2,San Diego
105,911,38.3775,-121.9575,Vacaville
58,521,34.7436,-118.7242,Sandberg
74,824,36.6636,-121.6081,Salinas
56,1123,41.78028,-124.23666999999999,Crescent City
88,504,32.83417,-115.57861000000001,Imperial
73,1020,33.12806,-117.27944,Carlsbad
65,129,36.78,-119.7194,Fresno
72,410,39.12583,-123.20083000000001,Ukiah
64,227,33.89765,-117.60243,Corona
80,702,33.405,-118.41583,Avalon
86,329,34.209720000000004,-118.48917,Van Nuys
80,903,35.23722,-120.64138999999999,San Luis Obispo
77,819,33.922779999999996,-118.33417,Hawthorne
93,712,36.78,-119.7194,Fresno
63,513,37.72139,-122.22083,Oakland
82,522,33.6186,-114.7142,Blythe
71,1105,32.57222,-116.97944,San Diego
67,316,39.1019,-121.5677,Marysville
62,129,37.3711,-118.35799999999999,Bishop
69,1130,33.87194,-117.97888999999999,Fullerton
82,1206,32.57222,-116.97944,San Diego
43,1219,41.78139,-122.46806000000001,Montague
87,506,32.83417,-115.57861000000001,Imperial
97,607,37.6241,-120.9505,Modesto
80,822,34.21667,-119.08333,Camarillo
83,1015,33.87194,-117.97888999999999,Fullerton
79,606,33.9,-117.25,Riverside
67,304,37.72139,-122.22083,Oakland
76,1022,34.11667,-119.11667,Point Mugu
94,807,36.98778,-120.11056,Madera
95,913,40.6507,-122.6068,Redding
90,1013,32.6233,-116.4728,Campo
86,1007,36.78,-119.7194,Fresno
74,405,36.31889,-119.62888999999998,Hanford
63,1126,32.7,-117.2,San Diego
70,503,33.21944000000001,-117.34943999999999,Oceanside
104,617,34.98833,-117.86471999999999,Edwards
57,529,40.97806,-124.10861000000001,Arcata/Eureka
64,327,37.72139,-122.22083,Oakland
85,410,32.81667,-115.68333,El Centro
88,1008,33.405,-118.41583,Avalon
76,209,33.89765,-117.60243,Corona
48,303,34.7436,-118.7242,Sandberg
49,1228,40.6507,-122.6068,Redding
75,1118,33.8116,-118.1463,Long Beach
72,1007,37.7705,-122.4269,San Francisco C.O.
80,613,32.6233,-116.4728,Campo
76,721,37.3591,-121.92399999999999,San Jose
60,1204,39.49,-121.61833,Oroville
76,713,34.200829999999996,-119.20693999999999,Oxnard
87,813,34.4258,-119.8425,Santa Barbara
109,702,34.7675,-114.6188,Needles
80,730,33.21944000000001,-117.34943999999999,Oceanside
57,219,37.8891,-121.2258,Stockton
79,428,39.12583,-123.20083000000001,Ukiah
74,123,32.57222,-116.97944,San Diego
77,818,33.12806,-117.27944,Carlsbad
91,811,38.5552,-121.4183,Sacramento
88,724,33.8116,-118.1463,Long Beach
70,1124,32.6233,-116.4728,Campo
76,709,34.209720000000004,-118.48917,Van Nuys
70,530,34.11667,-119.11667,Point Mugu
71,1018,37.3591,-121.92399999999999,San Jose
73,1031,37.6197,-122.3647,San Francisco
77,816,34.200829999999996,-119.20693999999999,Oxnard
73,1018,37.3711,-118.35799999999999,Bishop
64,823,40.8097,-124.1602,Eureka
69,323,33.286,-117.456,Oceanside
66,410,37.72139,-122.22083,Oakland
94,912,33.87194,-117.97888999999999,Fullerton
89,1010,40.1519,-122.2536,Red Bluff
83,320,36.31889,-119.62888999999998,Hanford
66,516,32.81583,-117.13944,San Diego
66,207,34.200559999999996,-118.3575,Burbank
63,1030,41.49139,-120.56443999999999,Alturas
99,615,36.78,-119.7194,Fresno
100,529,33.8222,-116.5043,Palm Springs
63,216,36.58806,-121.84528,Monterey
72,324,36.78,-119.7194,Fresno
101,911,38.69556,-121.58972,Sacramento
66,1207,38.3775,-121.9575,Vacaville
93,910,32.7,-117.2,San Diego
90,1024,33.6186,-114.7142,Blythe
79,328,33.68,-117.86639,Santa Ana
96,616,38.5552,-121.4183,Sacramento
56,1214,37.6197,-122.3647,San Francisco
91,804,35.4344,-119.0542,Bakersfield
72,1019,32.81583,-117.13944,San Diego
88,813,33.68,-117.86639,Santa Ana
80,319,37.2381,-120.8825,Merced
67,330,37.40583,-122.04806,Mountain View
58,102,34.05611,-117.60028,Ontario
85,909,34.200829999999996,-119.20693999999999,Oxnard
44,113,41.49139,-120.56443999999999,Alturas
84,1003,33.9,-117.25,Riverside
80,709,40.5175,-122.2986,Redding
83,315,34.98833,-117.86471999999999,Edwards
57,1109,37.6197,-122.3647,San Francisco
106,809,32.81667,-115.68333,El Centro
57,101,40.8097,-124.1602,Eureka
73,515,34.4258,-119.8425,Santa Barbara
75,1017,34.7436,-118.7242,Sandberg
82,212,34.8994,-120.4486,Santa Maria
54,1128,39.49,-121.61833,Oroville
88,621,38.3775,-121.9575,Vacaville
51,118,39.1019,-121.5677,Marysville
72,727,36.58806,-121.84528,Monterey
61,1206,37.6197,-122.3647,San Francisco
65,1207,37.6241,-120.9505,Modesto
69,324,32.7,-117.2,San Diego
100,717,34.98833,-117.86471999999999,Edwards
86,1030,34.209720000000004,-118.48917,Van Nuys
63,512,40.6507,-122.6068,Redding
77,516,37.28472,-120.51278,Merced
78,1030,34.4141,-119.8796,Santa Barbara
61,1215,33.12806,-117.27944,Carlsbad
87,307,36.602,-117.1449,Stovepipe Wells
85,427,33.9,-117.25,Riverside
72,219,33.68,-117.86639,Santa Ana
58,1203,38.5038,-122.8102,Santa Rosa
99,1010,33.938,-118.3888,Los Angeles
92,520,34.7675,-114.6188,Needles
86,805,36.31889,-119.62888999999998,Hanford
58,421,40.97806,-124.10861000000001,Arcata/Eureka
77,922,37.3591,-121.92399999999999,San Jose
77,1006,33.68,-117.86639,Santa Ana
67,313,41.78139,-122.46806000000001,Montague
86,427,34.05611,-117.60028,Ontario
56,219,40.8097,-124.1602,Eureka
112,612,36.602,-117.1449,Stovepipe Wells
54,1109,34.7436,-118.7242,Sandberg
78,620,34.11667,-119.11667,Point Mugu
94,813,35.6697,-120.6283,Paso Robles
51,1219,40.1519,-122.2536,Red Bluff
67,813,41.78028,-124.23666999999999,Crescent City
67,508,36.78,-119.7194,Fresno
58,405,39.49,-121.61833,Oroville
88,918,37.6241,-120.9505,Modesto
80,1024,38.69556,-121.58972,Sacramento
60,203,40.6507,-122.6068,Redding
55,1108,40.5175,-122.2986,Redding
72,1209,32.7336,-117.1831,San Diego
54,1129,39.49,-121.61833,Oroville
70,616,34.200829999999996,-119.20693999999999,Oxnard
66,425,33.8116,-118.1463,Long Beach
85,823,37.6927,-121.8144,Livermore
96,810,36.31889,-119.62888999999998,Hanford
84,324,34.7675,-114.6188,Needles
46,1218,41.78139,-122.46806000000001,Montague
74,914,41.49139,-120.56443999999999,Alturas
57,115,37.9917,-122.055,Concord
65,1211,34.0236,-118.2911,Los Angeles
71,1004,34.200559999999996,-118.3575,Burbank
70,831,40.97806,-124.10861000000001,Arcata/Eureka
105,1001,36.602,-117.1449,Stovepipe Wells
103,810,34.8536,-116.7858,Daggett
85,603,40.6507,-122.6068,Redding
80,119,32.83417,-115.57861000000001,Imperial
71,1125,33.626670000000004,-116.15943999999999,Palm Springs
96,607,33.95194,-117.43861000000001,Riverside
90,609,33.95194,-117.43861000000001,Riverside
77,707,33.8116,-118.1463,Long Beach
64,1116,33.4392,-117.1904,Fallbrook
72,123,32.86667,-117.13333,Miramar
68,504,34.8994,-120.4486,Santa Maria
71,722,33.405,-118.41583,Avalon
93,1026,33.97528,-117.63611000000002,Chino
51,103,39.49,-121.61833,Oroville
70,603,32.57222,-116.97944,San Diego
77,415,38.5069,-121.495,Sacramento
55,1231,38.5038,-122.8102,Santa Rosa
84,704,33.0375,-116.91583,Ramona
66,422,34.01583,-118.45138999999999,Santa Monica
70,516,32.86667,-117.13333,Miramar
78,219,34.7411,-118.2116,Lancaster
68,331,32.7336,-117.1831,San Diego
98,917,33.626670000000004,-116.15943999999999,Palm Springs
69,614,33.12806,-117.27944,Carlsbad
62,314,41.78139,-122.46806000000001,Montague
79,725,33.938,-118.3888,Los Angeles
63,112,37.2381,-120.8825,Merced
69,416,41.49139,-120.56443999999999,Alturas
94,703,32.6233,-116.4728,Campo
76,329,33.68,-117.86639,Santa Ana
65,722,38.3208,-123.0747,Bodega
70,310,37.9917,-122.055,Concord
58,122,38.3208,-123.0747,Bodega
56,1128,37.9917,-122.055,Concord
96,804,34.62944,-118.08361000000001,Palmdale
79,611,38.8983,-119.9947,South Lake Tahoe
86,430,34.0236,-118.2911,Los Angeles
54,1228,38.3208,-123.0747,Bodega
93,816,41.49139,-120.56443999999999,Alturas
89,930,34.0236,-118.2911,Los Angeles
83,923,33.68,-117.86639,Santa Ana
77,1030,36.31889,-119.62888999999998,Hanford
107,622,35.6875,-117.6931,China Lake
47,115,36.98778,-120.11056,Madera
81,608,32.57222,-116.97944,San Diego
75,603,34.200559999999996,-118.3575,Burbank
85,602,37.6241,-120.9505,Modesto
91,1010,37.2381,-120.8825,Merced
84,603,38.69556,-121.58972,Sacramento
71,1218,32.56667,-117.11667,Imperial Beach
79,1120,32.6233,-116.4728,Campo
69,520,33.21944000000001,-117.34943999999999,Oceanside
78,213,35.6875,-117.6931,China Lake
58,101,33.8116,-118.1463,Long Beach
87,714,34.200559999999996,-118.3575,Burbank
72,220,34.209720000000004,-118.48917,Van Nuys
86,1001,34.200559999999996,-118.3575,Burbank
87,418,38.3775,-121.9575,Vacaville
61,708,40.8097,-124.1602,Eureka
85,902,38.3775,-121.9575,Vacaville
91,618,34.7436,-118.7242,Sandberg
61,130,33.405,-118.41583,Avalon
58,1212,37.7705,-122.4269,San Francisco C.O.
69,930,38.8983,-119.9947,South Lake Tahoe
82,520,36.31889,-119.62888999999998,Hanford
68,414,34.62944,-118.08361000000001,Palmdale
73,715,32.56667,-117.11667,Imperial Beach
54,110,41.78028,-124.23666999999999,Crescent City
92,609,37.8891,-121.2258,Stockton
82,306,34.05611,-117.60028,Ontario
69,511,34.01583,-118.45138999999999,Santa Monica
88,417,33.4392,-117.1904,Fallbrook
69,503,35.6697,-120.6283,Paso Robles
76,607,37.6542,-122.115,Hayward
106,801,34.8536,-116.7858,Daggett
68,1231,33.21944000000001,-117.34943999999999,Oceanside
67,422,33.68,-117.86639,Santa Ana
78,1026,37.3591,-121.92399999999999,San Jose
67,621,36.6636,-121.6081,Salinas
70,521,38.2102,-122.2847,Napa
50,120,38.8983,-119.9947,South Lake Tahoe
69,626,36.6636,-121.6081,Salinas
96,711,32.83417,-115.57861000000001,Imperial
98,919,34.8536,-116.7858,Daggett
69,327,38.2102,-122.2847,Napa
55,125,36.78,-119.7194,Fresno
84,1006,38.5552,-121.4183,Sacramento
109,703,34.7675,-114.6188,Needles
92,314,34.21667,-119.08333,Camarillo
73,426,32.86667,-117.13333,Miramar
87,1016,40.5175,-122.2986,Redding
70,1218,34.200829999999996,-119.20693999999999,Oxnard
87,614,38.69556,-121.58972,Sacramento
66,1119,38.69556,-121.58972,Sacramento
79,221,32.81667,-115.68333,El Centro
64,1110,40.1519,-122.2536,Red Bluff
65,1127,33.8116,-118.1463,Long Beach
91,825,41.49139,-120.56443999999999,Alturas
70,108,33.405,-118.41583,Avalon
62,1027,41.78028,-124.23666999999999,Crescent City
62,409,41.3325,-122.33278,Mount Shasta
100,920,33.8116,-118.1463,Long Beach
69,304,36.33333,-119.95,Lemoore
75,410,34.05611,-117.60028,Ontario
72,513,33.9,-117.25,Riverside
58,327,41.78028,-124.23666999999999,Crescent City
67,112,40.5175,-122.2986,Redding
77,918,32.7,-117.2,San Diego
67,1105,37.2381,-120.8825,Merced
70,201,33.12806,-117.27944,Carlsbad
71,1121,34.62944,-118.08361000000001,Palmdale
65,1124,36.31889,-119.62888999999998,Hanford
82,831,33.922779999999996,-118.33417,Hawthorne
51,1225,37.2381,-120.8825,Merced
67,928,36.58806,-121.84528,Monterey
67,222,37.72139,-122.22083,Oakland
65,316,39.49,-121.61833,Oroville
79,1022,32.56667,-117.11667,Imperial Beach
108,618,35.6875,-117.6931,China Lake
69,130,34.4258,-119.8425,Santa Barbara
59,407,34.7411,-118.2116,Lancaster
77,914,41.78139,-122.46806000000001,Montague
79,620,33.8116,-118.1463,Long Beach
98,703,40.1519,-122.2536,Red Bluff
62,1213,33.0375,-116.91583,Ramona
71,727,33.405,-118.41583,Avalon
80,330,37.6927,-121.8144,Livermore
80,316,37.3711,-118.35799999999999,Bishop
67,1106,37.6241,-120.9505,Modesto
59,1130,36.58806,-121.84528,Monterey
57,417,41.78028,-124.23666999999999,Crescent City
61,1216,32.81583,-117.13944,San Diego
74,906,40.97806,-124.10861000000001,Arcata/Eureka
70,605,35.23722,-120.64138999999999,San Luis Obispo
82,708,33.95194,-117.43861000000001,Riverside
90,429,36.98778,-120.11056,Madera
63,514,34.200559999999996,-118.3575,Burbank
83,708,38.3775,-121.9575,Vacaville
72,508,38.5038,-122.8102,Santa Rosa
76,117,34.200829999999996,-119.20693999999999,Oxnard
79,320,37.3711,-118.35799999999999,Bishop
64,1103,37.7705,-122.4269,San Francisco C.O.
94,622,36.98778,-120.11056,Madera
59,104,40.1519,-122.2536,Red Bluff
77,305,34.0236,-118.2911,Los Angeles
98,910,41.78139,-122.46806000000001,Montague
69,304,40.1519,-122.2536,Red Bluff
94,617,34.7436,-118.7242,Sandberg
63,126,32.6233,-116.4728,Campo
112,828,33.8222,-116.5043,Palm Springs
79,308,35.4344,-119.0542,Bakersfield
94,1024,33.626670000000004,-116.15943999999999,Palm Springs
73,311,34.209720000000004,-118.48917,Van Nuys
74,1003,34.8994,-120.4486,Santa Maria
91,823,37.8891,-121.2258,Stockton
72,726,34.8994,-120.4486,Santa Maria
65,525,36.6636,-121.6081,Salinas
77,1025,34.7411,-118.2116,Lancaster
83,325,32.86667,-117.13333,Miramar
53,103,39.1019,-121.5677,Marysville
26,1216,41.49139,-120.56443999999999,Alturas
92,623,41.78139,-122.46806000000001,Montague
67,526,34.4141,-119.8796,Santa Barbara
73,402,38.5552,-121.4183,Sacramento
75,1005,34.05611,-117.60028,Ontario
91,405,36.602,-117.1449,Stovepipe Wells
81,329,32.86667,-117.13333,Miramar
100,919,34.05611,-117.60028,Ontario
70,807,38.8983,-119.9947,South Lake Tahoe
70,1121,37.8891,-121.2258,Stockton
92,906,38.3775,-121.9575,Vacaville
50,120,35.4344,-119.0542,Bakersfield
86,1227,33.97528,-117.63611000000002,Chino
70,119,33.922779999999996,-118.33417,Hawthorne
74,1209,33.8116,-118.1463,Long Beach
80,709,33.95194,-117.43861000000001,Riverside
67,1206,36.98778,-120.11056,Madera
77,903,32.7336,-117.1831,San Diego
59,1228,33.626670000000004,-116.15943999999999,Palm Springs
77,310,34.62944,-118.08361000000001,Palmdale
56,522,32.6233,-116.4728,Campo
68,1223,34.21667,-119.08333,Camarillo
54,101,35.4344,-119.0542,Bakersfield
102,613,34.98833,-117.86471999999999,Edwards
80,312,32.81583,-117.13944,San Diego
60,1221,37.9917,-122.055,Concord
70,224,39.12583,-123.20083000000001,Ukiah
87,719,37.72139,-122.22083,Oakland
86,1025,34.05611,-117.60028,Ontario
67,601,33.938,-118.3888,Los Angeles
86,1031,36.6636,-121.6081,Salinas
59,1117,36.98778,-120.11056,Madera
75,617,32.57222,-116.97944,San Diego
90,818,33.0375,-116.91583,Ramona
68,201,37.6542,-122.115,Hayward
71,514,36.31889,-119.62888999999998,Hanford
98,920,34.62944,-118.08361000000001,Palmdale
82,712,40.6507,-122.6068,Redding
106,802,34.8536,-116.7858,Daggett
63,120,34.0236,-118.2911,Los Angeles
76,703,32.7336,-117.1831,San Diego
81,913,34.200829999999996,-119.20693999999999,Oxnard
72,601,32.57222,-116.97944,San Diego
69,1123,34.8994,-120.4486,Santa Maria
68,201,32.6233,-116.4728,Campo
66,509,32.81583,-117.13944,San Diego
93,708,35.4344,-119.0542,Bakersfield
61,917,38.3208,-123.0747,Bodega
63,130,36.78,-119.7194,Fresno
67,1121,37.2381,-120.8825,Merced
57,101,33.12806,-117.27944,Carlsbad
70,330,33.12806,-117.27944,Carlsbad
33,1127,39.2774,-120.7102,Emigrant Gap
74,527,34.200559999999996,-118.3575,Burbank
59,1202,36.31889,-119.62888999999998,Hanford
76,519,33.95194,-117.43861000000001,Riverside
71,1103,36.602,-117.1449,Stovepipe Wells
76,622,34.01583,-118.45138999999999,Santa Monica
65,425,33.286,-117.456,Oceanside
64,408,37.6927,-121.8144,Livermore
89,531,40.5175,-122.2986,Redding
65,410,41.78139,-122.46806000000001,Montague
76,603,33.0375,-116.91583,Ramona
68,224,32.86667,-117.13333,Miramar
71,221,37.40583,-122.04806,Mountain View
75,216,35.6697,-120.6283,Paso Robles
82,1028,34.21667,-119.08333,Camarillo
77,808,38.8983,-119.9947,South Lake Tahoe
83,205,32.81667,-115.68333,El Centro
95,606,39.49,-121.61833,Oroville
58,409,40.8097,-124.1602,Eureka
79,1114,33.87194,-117.97888999999999,Fullerton
74,311,33.8116,-118.1463,Long Beach
55,1212,37.3711,-118.35799999999999,Bishop
63,1105,36.58806,-121.84528,Monterey
58,120,37.72139,-122.22083,Oakland
90,912,34.4258,-119.8425,Santa Barbara
80,926,38.8983,-119.9947,South Lake Tahoe
76,1014,34.4141,-119.8796,Santa Barbara
67,1104,37.72139,-122.22083,Oakland
