Date,Home Team,Away Team,Home Points,Away Points,Outcome,Spread
12/8/2014,Washington,Boston ,133,132,-1,-9.0
11/15/2014,Portland,Brooklyn ,97,87,-10,-2.5
11/28/2014,Boston,Chicago ,102,109,7,3.5
12/17/2014,Detroit,Dallas ,106,117,11,7.0
1/1/2015,Chicago,Denver ,106,101,-5,-10.5
2/6/2015,Detroit,Denver ,98,88,-10,-6.5
12/28/2014,Cleveland,Detroit ,80,103,23,-7.5
10/30/2014,Minnesota,Detroit ,97,91,-6,-5.0
3/24/2015,Portland,Golden State ,108,122,14,7.0
12/10/2014,Golden State,Houston ,105,93,-12,-9.0
3/13/2015,Dallas,L.A. Clippers ,129,99,-30,-2.5
3/2/2015,Minnesota,L.A. Clippers ,105,110,5,6.5
11/29/2014,Utah,L.A. Clippers ,96,112,16,5.0
12/26/2014,Atlanta,Milwaukee ,77,107,30,-9.0
12/18/2014,Sacramento,Milwaukee ,107,108,1,-7.5
3/11/2015,Phoenix,Minnesota ,106,97,-9,-5.0
11/28/2014,Atlanta,New Orleans ,100,91,-9,-2.5
3/9/2015,Denver,New York ,106,78,-28,-10.0
12/19/2014,L.A. Lakers,Oklahoma City ,103,104,1,5.5
4/3/2015,Memphis,Oklahoma City ,100,92,-8,-5.5
11/30/2014,Phoenix,Orlando ,90,93,3,-9.0
1/3/2015,L.A. Clippers,Philadelphia ,127,91,-36,-19.5
2/21/2015,Chicago,Phoenix ,112,107,-5,-8.0
11/8/2014,L.A. Clippers,Portland ,106,102,-4,-4.5
3/15/2015,Toronto,Portland ,97,113,16,-1.5
3/11/2015,Charlotte,Sacramento ,106,113,7,-8.0
11/30/2014,Boston,San Antonio ,89,111,22,7.5
11/14/2014,L.A. Lakers,San Antonio ,80,93,13,8.0
11/26/2014,Atlanta,Toronto ,115,126,11,3.5
3/24/2015,Detroit,Toronto ,108,104,-4,4.0
3/10/2015,San Antonio,Toronto ,117,107,-10,-7.0
12/10/2014,Charlotte,Boston ,96,87,-9,-3.0
12/27/2014,Washington,Boston ,101,88,-13,-9.5
2/4/2015,Houston,Chicago ,101,90,-11,-3.0
3/4/2015,Toronto,Cleveland ,112,120,8,5.0
11/21/2014,Washington,Cleveland ,91,78,-13,1.5
2/25/2015,Atlanta,Dallas ,104,87,-17,-9.0
11/22/2014,Houston,Dallas ,95,92,-3,4.0
4/13/2015,Cleveland,Detroit ,109,97,-12,-7.5
3/11/2015,Golden State,Detroit ,105,98,-7,-14.0
12/12/2014,Phoenix,Detroit ,103,105,2,-9.5
11/4/2014,Miami,Houston ,91,108,17,-2.5
12/5/2014,Minnesota,Houston ,112,114,2,7.0
2/24/2015,Oklahoma City,Indiana ,105,92,-13,-7.5
1/31/2015,San Antonio,L.A. Clippers ,85,105,20,-5.0
4/8/2015,Denver,L.A. Lakers ,119,101,-18,-9.5
11/9/2014,Dallas,Miami ,96,105,9,-8.0
11/8/2014,Miami,Minnesota ,102,92,-10,-8.0
12/12/2014,Minnesota,Oklahoma City ,92,111,19,8.5
11/9/2014,Toronto,Philadelphia ,120,88,-32,-13.5
3/4/2015,L.A. Clippers,Portland ,93,98,5,-1.0
1/11/2015,L.A. Lakers,Portland ,94,106,12,5.5
11/2/2014,L.A. Clippers,Sacramento ,92,98,6,-9.5
2/23/2015,Denver,Brooklyn ,82,110,28,2.5
2/24/2015,Detroit,Cleveland ,93,102,9,6.5
1/11/2015,Sacramento,Cleveland ,103,84,-19,-3.5
1/5/2015,Brooklyn,Dallas ,88,96,8,7.0
3/27/2015,San Antonio,Dallas ,94,76,-18,-8.5
11/7/2014,Utah,Dallas ,82,105,23,3.0
3/6/2015,San Antonio,Denver ,120,111,-9,-11.0
10/29/2014,Denver,Detroit ,89,79,-10,-6.5
12/14/2014,New Orleans,Golden State ,122,128,6,6.5
2/9/2015,Philadelphia,Golden State ,84,89,5,15.5
1/30/2015,Utah,Golden State ,110,100,-10,10.0
1/31/2015,Detroit,Houston ,114,101,-13,4.0
11/19/2014,Orlando,L.A. Clippers ,90,114,24,5.0
12/12/2014,Washington,L.A. Clippers ,104,96,-8,2.5
11/26/2014,Minnesota,Milwaukee ,86,103,17,1.5
3/27/2015,Houston,Minnesota ,120,110,-10,-13.5
1/18/2015,Toronto,New Orleans ,93,95,2,-11.0
10/30/2014,L.A. Clippers,Oklahoma City ,93,90,-3,-12.5
3/18/2015,Dallas,Orlando ,107,102,-5,-12.5
4/3/2015,Minnesota,Orlando ,84,97,13,4.5
4/8/2015,Dallas,Phoenix ,107,104,-3,-8.5
12/21/2014,Washington,Phoenix ,92,104,12,-5.5
12/20/2014,New Orleans,Portland ,88,114,26,-5.5
11/11/2014,Dallas,Sacramento ,106,98,-8,-7.5
3/13/2015,Philadelphia,Sacramento ,114,107,-7,4.5
1/19/2015,Portland,Sacramento ,98,94,-4,-9.5
12/9/2014,Cleveland,Toronto ,105,101,-4,-6.0
1/9/2015,Detroit,Atlanta ,103,106,3,2.5
1/3/2015,Portland,Atlanta ,107,115,8,-6.0
1/16/2015,Toronto,Atlanta ,89,110,21,2.0
3/20/2015,San Antonio,Boston ,101,89,-12,-8.5
4/4/2015,Atlanta,Brooklyn ,131,99,-32,-10.0
3/20/2015,Sacramento,Charlotte ,101,91,-10,4.0
1/16/2015,L.A. Clippers,Cleveland ,121,126,5,-8.5
3/12/2015,San Antonio,Cleveland ,125,128,3,1.5
12/3/2014,Milwaukee,Dallas ,105,107,2,4.0
12/13/2014,Houston,Denver ,108,96,-12,-6.5
3/22/2015,Orlando,Denver ,100,119,19,1.0
11/9/2014,Portland,Denver ,116,100,-16,-9.5
11/5/2014,Sacramento,Denver ,131,109,-22,-3.5
12/1/2014,Utah,Denver ,101,103,2,3.5
10/29/2014,Sacramento,Golden State ,77,95,18,4.5
11/12/2014,Minnesota,Houston ,101,113,12,6.0
3/11/2015,Portland,Houston ,105,100,-5,-2.5
11/14/2014,New Orleans,Minnesota ,139,91,-48,-8.0
1/26/2015,Oklahoma City,Minnesota ,92,84,-8,-13.5
12/31/2014,L.A. Clippers,New York ,99,78,-21,-13.0
11/14/2014,Houston,Philadelphia ,88,87,-1,-16.5
3/2/2015,Miami,Phoenix ,115,98,-17,-1.5
3/1/2015,Sacramento,Portland ,99,110,11,8.0
3/27/2015,New Orleans,Sacramento ,102,88,-14,-6.5
12/20/2014,Dallas,San Antonio ,99,93,-6,-11.0
2/20/2015,Atlanta,Toronto ,80,105,25,-5.5
4/14/2015,Boston,Toronto ,95,93,-2,-1.0
4/3/2015,Brooklyn,Toronto ,114,109,-5,-2.0
1/2/2015,Oklahoma City,Washington ,109,102,-7,-7.0
2/9/2015,Minnesota,Atlanta ,105,117,12,6.5
1/19/2015,Cleveland,Chicago ,108,94,-14,-4.5
3/6/2015,Atlanta,Cleveland ,106,97,-9,1.5
3/1/2015,Houston,Cleveland ,105,103,-2,1.0
3/28/2015,Portland,Denver ,120,114,-6,-9.0
4/7/2015,New Orleans,Golden State ,103,100,-3,4.5
12/2/2014,Detroit,L.A. Lakers ,96,106,10,-2.0
12/21/2014,Sacramento,L.A. Lakers ,108,101,-7,-7.0
3/15/2015,San Antonio,Minnesota ,123,97,-26,-14.0
12/4/2014,Golden State,New Orleans ,112,85,-27,-9.5
2/27/2015,Portland,Oklahoma City ,115,112,-3,-6.0
12/16/2014,Sacramento,Oklahoma City ,92,104,12,7.5
1/23/2015,New York,Orlando ,113,106,-7,3.0
3/24/2015,Sacramento,Philadelphia ,107,106,-1,-8.5
2/8/2015,Houston,Portland ,98,109,11,-4.5
12/10/2014,Minnesota,Portland ,90,82,-8,10.0
4/15/2015,L.A. Lakers,Sacramento ,99,122,23,-3.0
3/24/2015,Dallas,San Antonio ,101,94,-7,3.5
3/16/2015,Sacramento,Atlanta ,103,110,7,4.5
1/15/2015,L.A. Lakers,Cleveland ,102,109,7,6.0
11/4/2014,Portland,Cleveland ,101,82,-19,2.5
11/5/2014,Utah,Cleveland ,102,100,-2,5.5
3/22/2015,Phoenix,Dallas ,98,92,-6,4.5
3/13/2015,Denver,Golden State ,114,103,-11,-2.5
1/25/2015,L.A. Lakers,Houston ,87,99,12,8.5
10/28/2014,L.A. Lakers,Houston ,90,108,18,7.0
2/5/2015,Cleveland,L.A. Clippers ,105,94,-11,-4.5
2/8/2015,Oklahoma City,L.A. Clippers ,131,108,-23,-7.5
4/14/2015,Phoenix,L.A. Clippers ,101,112,11,11.0
4/7/2015,L.A. Clippers,L.A. Lakers ,105,100,-5,-17.0
12/12/2014,San Antonio,L.A. Lakers ,110,112,2,-12.5
3/9/2015,L.A. Clippers,Minnesota ,89,76,-13,-7.5
12/7/2014,L.A. Lakers,New Orleans ,87,104,17,2.5
3/17/2015,Houston,Orlando ,107,94,-13,-11.0
2/2/2015,Oklahoma City,Orlando ,104,97,-7,-10.5
3/21/2015,Houston,Phoenix ,102,117,15,-7.5
2/20/2015,Minnesota,Phoenix ,111,109,-2,-1.5
2/7/2015,Dallas,Portland ,111,101,-10,-2.5
3/4/2015,San Antonio,Sacramento ,112,85,-27,-10.5
2/28/2015,Phoenix,San Antonio ,74,101,27,-2.0
12/22/2014,Dallas,Atlanta ,102,105,3,-4.0
3/11/2015,Denver,Atlanta ,115,102,-13,7.0
3/18/2015,Golden State,Atlanta ,114,95,-19,-6.5
3/18/2015,Cleveland,Brooklyn ,117,92,-25,-12.0
11/12/2014,Phoenix,Brooklyn ,112,104,-8,-4.5
1/4/2015,Cleveland,Dallas ,90,109,19,7.5
3/6/2015,Houston,Detroit ,103,93,-10,-7.5
3/29/2015,Boston,L.A. Clippers ,106,119,13,6.0
4/8/2015,Portland,Minnesota ,116,91,-25,-16.5
12/6/2014,L.A. Clippers,New Orleans ,120,100,-20,-9.0
1/23/2015,Atlanta,Oklahoma City ,103,93,-10,-3.5
1/21/2015,Washington,Oklahoma City ,103,105,2,-1.0
12/6/2014,Houston,Phoenix ,100,95,-5,2.0
2/8/2015,Sacramento,Phoenix ,85,83,-2,8.0
12/9/2014,L.A. Lakers,Sacramento ,98,95,-3,-3.5
3/14/2015,Washington,Sacramento ,113,97,-16,-10.0
11/21/2014,Golden State,Utah ,101,88,-13,-12.5
3/23/2015,Golden State,Washington ,107,76,-31,-11.0
3/27/2015,Brooklyn,Cleveland ,106,98,-8,8.5
3/4/2015,Minnesota,Denver ,85,100,15,-7.0
12/5/2014,Washington,Denver ,119,89,-30,-4.5
3/28/2015,Milwaukee,Golden State ,95,108,13,4.5
12/25/2014,Chicago,L.A. Lakers ,113,93,-20,-11.5
10/29/2014,Phoenix,L.A. Lakers ,119,99,-20,-12.0
4/13/2015,Sacramento,L.A. Lakers ,102,92,-10,-3.5
12/3/2014,Washington,L.A. Lakers ,111,95,-16,-8.5
11/5/2014,Brooklyn,Minnesota ,91,98,7,-5.0
2/2/2015,Dallas,Minnesota ,100,94,-6,-10.0
4/15/2015,Dallas,Portland ,114,98,-16,-6.5
1/30/2015,Cleveland,Sacramento ,101,90,-11,-9.5
10/31/2014,Phoenix,San Antonio ,94,89,-5,1.0
11/15/2014,Cleveland,Atlanta ,127,94,-33,-7.0
4/10/2015,Cleveland,Boston ,90,99,9,-6.0
11/3/2014,Dallas,Boston ,118,113,-5,-9.5
11/1/2014,Houston,Boston ,104,90,-14,-7.0
4/4/2015,Toronto,Boston ,116,117,1,-2.5
2/27/2015,Houston,Brooklyn ,102,98,-4,-8.0
11/14/2014,Boston,Cleveland ,121,122,1,6.0
3/6/2015,Golden State,Dallas ,104,89,-15,-11.5
4/3/2015,San Antonio,Denver ,123,93,-30,-13.0
1/12/2015,Toronto,Detroit ,111,114,3,-6.0
11/2/2014,Portland,Golden State ,90,95,5,-3.5
1/30/2015,Boston,Houston ,87,93,6,7.0
3/30/2015,Toronto,Houston ,99,96,-3,-2.0
1/17/2015,Sacramento,L.A. Clippers ,108,117,9,10.0
11/19/2014,Houston,L.A. Lakers ,92,98,6,-11.5
1/15/2015,Houston,Oklahoma City ,112,101,-11,2.5
1/2/2015,Phoenix,Philadelphia ,112,96,-16,-13.5
11/21/2014,Philadelphia,Phoenix ,96,122,26,9.0
11/12/2014,Denver,Portland ,113,130,17,-2.5
11/30/2014,L.A. Lakers,Toronto ,129,122,-7,7.0
1/10/2015,Toronto,Boston ,109,96,-13,-11.5
1/31/2015,Orlando,Dallas ,93,108,15,7.0
3/15/2015,New Orleans,Denver ,111,118,7,-8.0
3/2/2015,Brooklyn,Golden State ,110,108,-2,5.5
11/8/2014,Houston,Golden State ,87,98,11,3.5
11/9/2014,Phoenix,Golden State ,107,95,-12,-1.5
12/23/2014,Atlanta,L.A. Clippers ,107,104,-3,-1.5
4/1/2015,Portland,L.A. Clippers ,122,126,4,-3.0
1/14/2015,Portland,L.A. Clippers ,94,100,6,-3.5
3/16/2015,Golden State,L.A. Lakers ,108,105,-3,-18.0
11/12/2014,New Orleans,L.A. Lakers ,109,102,-7,-10.5
1/5/2015,Portland,L.A. Lakers ,98,94,-4,-12.5
12/10/2014,Dallas,New Orleans ,112,107,-5,-7.0
1/21/2015,Detroit,Orlando ,128,118,-10,-8.0
12/30/2014,Golden State,Philadelphia ,126,86,-40,-17.5
1/11/2015,Memphis,Phoenix ,122,110,-12,-3.5
1/6/2015,Milwaukee,Phoenix ,96,102,6,4.5
11/7/2014,Phoenix,Sacramento ,112,114,2,-5.0
1/28/2015,Toronto,Sacramento ,119,102,-17,-5.5
3/22/2015,Sacramento,Washington ,109,86,-23,3.5
1/27/2015,Detroit,Cleveland ,95,103,8,8.5
12/5/2014,Toronto,Cleveland ,91,105,14,-4.5
11/6/2014,Portland,Dallas ,108,87,-21,-2.0
2/5/2015,Sacramento,Dallas ,78,101,23,3.0
12/15/2014,Phoenix,Milwaukee ,94,96,2,-5.5
3/25/2015,Denver,Philadelphia ,85,99,14,-11.5
11/23/2014,Boston,Portland ,88,94,6,4.5
1/4/2015,Detroit,Sacramento ,114,95,-19,-3.5
12/30/2014,Portland,Toronto ,102,97,-5,-3.5
1/5/2015,L.A. Clippers,Atlanta ,98,107,9,-5.5
3/20/2015,Miami,Denver ,108,91,-17,-7.5
2/22/2015,Oklahoma City,Denver ,119,94,-25,-8.5
2/9/2015,Dallas,L.A. Clippers ,98,115,17,-8.0
10/31/2014,L.A. Lakers,L.A. Clippers ,111,118,7,11.5
12/13/2014,Milwaukee,L.A. Clippers ,111,106,-5,6.0
3/11/2015,Oklahoma City,L.A. Clippers ,108,120,12,-6.5
12/20/2014,L.A. Clippers,Milwaukee ,106,102,-4,-10.0
3/18/2015,Toronto,Minnesota ,105,100,-5,-11.0
4/2/2015,Golden State,Phoenix ,107,106,-1,-12.5
11/24/2014,Toronto,Phoenix ,104,100,-4,-4.5
3/9/2015,Atlanta,Sacramento ,130,105,-25,-11.0
2/21/2015,Houston,Toronto ,98,76,-22,-2.0
12/30/2014,Dallas,Washington ,114,87,-27,-5.0
3/20/2015,Oklahoma City,Atlanta ,123,115,-8,-1.0
3/3/2015,Cleveland,Boston ,110,79,-31,-11.0
1/9/2015,Golden State,Cleveland ,112,94,-18,-13.0
1/28/2015,Houston,Dallas ,99,94,-5,-4.0
1/5/2015,Minnesota,Denver ,101,110,9,5.0
4/2/2015,Dallas,Houston ,101,108,7,-2.5
4/5/2015,L.A. Lakers,L.A. Clippers ,78,106,28,13.5
11/1/2014,Golden State,L.A. Lakers ,127,104,-23,-14.0
12/7/2014,Dallas,Milwaukee ,125,102,-23,-9.0
12/23/2014,Cleveland,Minnesota ,125,104,-21,-14.0
11/15/2014,Dallas,Minnesota ,131,117,-14,-11.5
1/17/2015,Denver,Minnesota ,105,113,8,-11.5
12/28/2014,Dallas,Oklahoma City ,112,107,-5,-2.0
4/12/2015,Indiana,Oklahoma City ,116,104,-12,-3.0
11/13/2014,Dallas,Philadelphia ,123,70,-53,-13.5
11/15/2014,L.A. Clippers,Phoenix ,120,107,-13,-7.0
4/9/2015,Golden State,Portland ,116,105,-11,-10.5
12/2/2014,Atlanta,Boston ,109,105,-4,-7.0
11/13/2014,Golden State,Brooklyn ,107,99,-8,-10.0
11/7/2014,Denver,Cleveland ,101,110,9,5.0
11/28/2014,Toronto,Dallas ,102,106,4,-3.5
12/7/2014,Atlanta,Denver ,96,84,-12,-6.0
1/7/2015,Dallas,Detroit ,95,108,13,-9.0
11/5/2014,Golden State,L.A. Clippers ,121,104,-17,-5.0
2/6/2015,Toronto,L.A. Clippers ,123,107,-16,1.0
4/15/2015,Minnesota,Oklahoma City ,113,138,25,14.0
12/14/2014,Oklahoma City,Phoenix ,112,88,-24,-7.5
1/28/2015,Phoenix,Washington ,106,98,-8,-6.5
2/23/2015,Phoenix,Boston ,110,115,5,-8.0
4/5/2015,San Antonio,Golden State ,107,92,-15,-4.5
11/18/2014,Atlanta,L.A. Lakers ,109,114,5,-8.5
1/25/2015,Cleveland,Oklahoma City ,108,98,-10,-3.5
12/18/2014,Golden State,Oklahoma City ,114,109,-5,-2.5
3/29/2015,Phoenix,Oklahoma City ,97,109,12,-2.0
3/7/2015,Cleveland,Phoenix ,89,79,-10,-11.0
2/5/2015,Portland,Phoenix ,108,87,-21,-5.0
12/2/2014,Denver,Portland ,103,105,2,3.0
1/21/2015,Phoenix,Portland ,118,113,-5,-7.5
12/31/2014,Boston,Sacramento ,106,84,-22,2.0
4/1/2015,Houston,Sacramento ,115,111,-4,-10.5
1/1/2015,Minnesota,Sacramento ,107,110,3,4.5
3/18/2015,Oklahoma City,Boston ,122,118,-4,-6.5
4/10/2015,Denver,Dallas ,143,144,1,-1.5
1/14/2015,Denver,Dallas ,114,107,-7,-5.0
12/14/2014,Minnesota,L.A. Lakers ,94,100,6,4.0
12/19/2014,Boston,Minnesota ,114,98,-16,-6.0
3/13/2015,Oklahoma City,Minnesota ,113,99,-14,-9.5
12/3/2014,Minnesota,Philadelphia ,77,85,8,-7.0
3/6/2015,Brooklyn,Phoenix ,100,108,8,-2.0
1/9/2015,San Antonio,Phoenix ,100,95,-5,-5.0
12/22/2014,Golden State,Sacramento ,128,108,-20,-11.0
11/22/2014,Minnesota,Sacramento ,101,113,12,8.5
1/19/2015,L.A. Clippers,Boston ,102,93,-9,-12.0
1/30/2015,Phoenix,Chicago ,99,93,-6,-7.0
1/13/2015,Phoenix,Cleveland ,107,100,-7,-4.5
2/27/2015,Toronto,Golden State ,89,113,24,2.0
2/20/2015,Dallas,Houston ,111,100,-11,-2.5
3/18/2015,Sacramento,L.A. Clippers ,105,116,11,9.0
12/26/2014,Denver,Minnesota ,106,102,-4,-10.0
11/30/2014,Portland,Minnesota ,107,93,-14,-14.0
11/21/2014,Denver,New Orleans ,117,97,-20,2.5
1/7/2015,Sacramento,Oklahoma City ,104,83,-21,7.5
11/4/2014,L.A. Lakers,Phoenix ,106,112,6,6.0
12/26/2014,Sacramento,Phoenix ,106,115,9,5.0
2/20/2015,Golden State,San Antonio ,110,99,-11,-7.5
1/25/2015,Golden State,Boston ,114,111,-3,-18.0
1/10/2015,L.A. Clippers,Dallas ,120,100,-20,-3.5
1/9/2015,Sacramento,Denver ,108,118,10,-5.0
2/6/2015,Atlanta,Golden State ,124,116,-8,2.0
11/16/2014,L.A. Lakers,Golden State ,115,136,21,8.0
12/8/2014,Minnesota,Golden State ,86,102,16,14.5
2/11/2015,L.A. Clippers,Houston ,110,95,-15,-3.0
3/8/2015,Golden State,L.A. Clippers ,106,98,-8,-9.0
3/22/2015,Oklahoma City,Miami ,93,75,-18,-4.0
11/28/2014,L.A. Lakers,Minnesota ,119,120,1,-5.5
12/30/2014,New Orleans,Phoenix ,110,106,-4,-2.0
12/31/2014,Oklahoma City,Phoenix ,137,134,-3,-8.0
3/25/2015,Phoenix,Sacramento ,99,108,9,-8.0
3/8/2015,Oklahoma City,Toronto ,108,104,-4,-6.5
11/19/2014,Philadelphia,Boston ,90,101,11,6.5
1/27/2015,Golden State,Chicago ,111,113,2,-11.0
2/19/2015,Oklahoma City,Dallas ,104,89,-15,-5.0
3/9/2015,Phoenix,Golden State ,80,98,18,5.5
3/15/2015,L.A. Clippers,Houston ,98,100,2,-5.0
1/18/2015,Orlando,Oklahoma City ,99,127,28,9.0
1/21/2015,Minnesota,Dallas ,75,98,23,9.5
4/1/2015,Oklahoma City,Dallas ,131,135,4,-3.0
1/13/2015,Sacramento,Dallas ,104,108,4,5.0
4/13/2015,L.A. Clippers,Denver ,110,103,-7,-18.0
12/8/2014,Toronto,Denver ,112,107,-5,-10.0
2/23/2015,Houston,Minnesota ,113,102,-11,-8.0
4/7/2015,Sacramento,Minnesota ,116,111,-5,-8.5
2/9/2015,Denver,Oklahoma City ,114,124,10,6.5
2/25/2015,Denver,Phoenix ,96,110,14,6.0
12/28/2014,Denver,Toronto ,102,116,14,2.5
12/27/2014,L.A. Clippers,Toronto ,98,110,12,-4.5
3/19/2015,Houston,Denver ,118,108,-10,-7.0
1/26/2015,L.A. Clippers,Denver ,102,98,-4,-14.0
1/17/2015,Houston,Golden State ,106,131,25,-2.0
12/26/2014,Dallas,L.A. Lakers ,102,98,-4,-13.0
12/30/2014,Denver,L.A. Lakers ,103,111,8,-5.5
1/7/2015,L.A. Clippers,L.A. Lakers ,114,89,-25,-10.5
3/24/2015,Oklahoma City,L.A. Lakers ,127,117,-10,-9.5
4/11/2015,Golden State,Minnesota ,110,101,-9,-20.0
4/7/2015,Oklahoma City,San Antonio ,88,113,25,6.0
1/2/2015,Boston,Dallas ,101,119,18,5.5
11/21/2014,Dallas,L.A. Lakers ,140,106,-34,-11.0
1/19/2015,Phoenix,L.A. Lakers ,115,100,-15,-10.5
3/16/2015,Dallas,Oklahoma City ,119,115,-4,-6.0
2/21/2015,L.A. Clippers,Sacramento ,126,99,-27,-10.0
1/16/2015,Dallas,Denver ,97,89,-8,-8.0
4/15/2015,Golden State,Denver ,133,126,-7,-11.5
11/26/2014,Phoenix,Denver ,120,112,-8,-7.5
4/4/2015,Dallas,Golden State ,110,123,13,6.5
3/7/2015,Denver,Houston ,100,114,14,4.0
12/19/2014,Denver,L.A. Clippers ,109,106,-3,3.0
11/17/2014,Boston,Phoenix ,114,118,4,1.5
11/28/2014,Denver,Phoenix ,122,97,-25,-2.0
12/27/2014,Golden State,Minnesota ,110,97,-13,-18.5
12/1/2014,L.A. Clippers,Minnesota ,127,101,-26,-15.0
12/5/2014,Dallas,Phoenix ,106,118,12,-5.5
12/8/2014,L.A. Clippers,Phoenix ,121,120,-1,-7.5
1/7/2015,Minnesota,Phoenix ,111,113,2,8.0
12/23/2014,Phoenix,Dallas ,124,115,-9,-1.5
2/26/2015,Cleveland,Golden State ,110,99,-11,-3.0
12/23/2014,L.A. Lakers,Golden State ,115,105,-10,10.0
1/16/2015,Phoenix,Minnesota ,110,99,-11,-13.5
1/5/2015,Golden State,Oklahoma City ,117,91,-26,-3.5
2/26/2015,Phoenix,Oklahoma City ,117,113,-4,5.0
3/25/2015,San Antonio,Oklahoma City ,130,91,-39,-7.5
12/28/2014,L.A. Lakers,Phoenix ,107,116,9,5.0
1/2/2015,Golden State,Toronto ,126,105,-21,-4.5
1/4/2015,Phoenix,Toronto ,125,109,-16,-1.0
2/4/2015,Golden State,Dallas ,128,114,-14,-8.0
12/13/2014,Dallas,Golden State ,98,105,7,-1.0
1/16/2015,Oklahoma City,Golden State ,127,115,-12,1.0
4/4/2015,Denver,L.A. Clippers ,92,107,15,9.5
4/13/2015,Oklahoma City,Portland ,101,90,-11,-8.0
3/1/2015,Boston,Golden State ,101,106,5,8.5
2/11/2015,Minnesota,Golden State ,91,94,3,9.5
2/10/2015,Phoenix,Houston ,118,127,9,-2.5
1/23/2015,Golden State,Sacramento ,126,101,-25,-15.5
11/17/2014,Cleveland,Denver ,97,106,9,-11.5
1/19/2015,Golden State,Denver ,122,79,-43,-13.5
2/3/2015,Sacramento,Golden State ,96,121,25,10.0
12/25/2014,L.A. Clippers,Golden State ,100,86,-14,-2.0
2/25/2015,Houston,L.A. Clippers ,110,105,-5,-3.5
4/12/2015,Denver,Sacramento ,122,111,-11,-9.0
3/31/2015,L.A. Clippers,Golden State ,106,110,4,-3.0
1/21/2015,Golden State,Houston ,126,113,-13,-8.0
4/5/2015,Oklahoma City,Houston ,112,115,3,1.0
12/5/2014,Boston,L.A. Lakers ,113,96,-17,-3.0
4/10/2015,Oklahoma City,Sacramento ,116,103,-13,-13.5
1/23/2015,Phoenix,Houston ,111,113,2,-2.5
11/23/2014,L.A. Lakers,Denver ,94,101,7,1.5
1/25/2015,Phoenix,L.A. Clippers ,100,120,20,2.5
1/31/2015,Golden State,Phoenix ,106,87,-19,-10.5
